-56.522983551,-57.5973358154,-55.7595672607,-60.2806396484,-62.8854560852,-69.6455230713,-64.8187484741,-69.7207260132,-65.5885314941,-66.0681381226,-56.5695495605,-60.474773407,-65.8294448853,-58.6906089783,-66.6915054321,-63.4738082886,-71.8577957153,-67.2552642822,-69.9946899414,-57.8253669739,-57.9522323608,-57.5258140564,-64.6680374146,-66.2010040283,-57.1870079041,-51.4880905151,-48.9612693787,-47.431098938,-46.3141174316,-46.9668540955,-50.6253471375,-51.3875541687,-53.6863975525,-56.5411872864,-66.6445465088,-64.5684661865,-58.6533737183,-56.6858406067,-61.4835319519,-67.0046386719,-62.5782318115,-59.0948219299,-60.1051673889,-61.494934082,-61.1363525391,-61.455165863,-67.7080612183,-62.1430511475,-64.4485321045,-65.6773147583,-61.8423156738,-66.5704650879,-62.8854560852,-64.8433532715,-63.8300628662,-66.1009750366,-64.5511322021,-67.159576416,-62.5381355286,-57.7068710327,-62.3188209534,-65.4373931885,-66.084526062,-70.938621521
-59.9685134888,-63.1991500854,-64.3044967651,-63.323425293,-64.8867492676,-72.1796417236,-69.2707443237,-68.267578125,-67.159576416,-69.1526794434,-61.6547775269,-64.1335296631,-68.7858963013,-63.0701255798,-67.9283218384,-67.0351867676,-69.4809265137,-68.405456543,-71.144241333,-63.6389198303,-63.1404037476,-62.4164924622,-68.8165893555,-66.0031890869,-61.9582176208,-56.0993270874,-53.3842773438,-52.9075202942,-50.6120605469,-52.6231384277,-54.6698188782,-54.2261924744,-58.4363937378,-60.9916572571,-69.7972488403,-69.6083984375,-62.674495697,-62.4519233704,-65.0648193359,-70.5774993896,-67.5326843262,-63.5190429688,-64.3981323242,-64.7097091675,-62.5526733398,-67.7802505493,-70.5774993896,-66.9441833496,-69.9745407104,-68.4194946289,-67.3531112671,-69.1195220947,-67.5556640625,-71.1706390381,-68.1735992432,-67.7200164795,-69.6083984375,-71.0145874023,-68.5478668213,-65.9951400757,-67.7200164795,-68.4903411865,-68.267578125,-72.4200286865
-65.8062896729,-68.1339416504,-67.7319946289,-67.8908233643,-69.1360626221,-71.1972045898,-72.2810440063,-71.2239303589,-70.2441177368,-69.4989089966,-65.9790878296,-68.0427780151,-69.8948516846,-69.037727356,-71.645904541,-69.914642334,-72.4200286865,-69.1360626221,-69.4989089966,-68.3914794922,-66.5704650879,-65.4800415039,-70.1176147461,-70.7905502319,-67.1701049805,-65.0648193359,-59.2895889282,-58.5944404602,-58.5319709778,-60.0968856812,-59.0151062012,-60.3327293396,-60.9110908508,-65.1766052246,-70.5774993896,-72.5636062622,-68.0556869507,-69.8555450439,-68.89427948,-71.6755523682,-70.938621521,-68.2540283203,-67.1385955811,-67.045425415,-67.5326843262,-68.8474960327,-72.5272674561,-69.2366790771,-72.0480270386,-71.0659866333,-71.415763855,-70.8393478394,-70.6708984375,-72.63722229,-69.7972564697,-69.5899581909,-67.9534912109,-71.1442337036,-69.9544830322,-68.8012161255,-69.7207183838,-69.7779922485,-71.5581665039,-71.9836883545
-60.4365882874,-57.7705535889,-61.2292976379,-62.5892333984,-62.8736801147,-70.2441177368,-65.0324783325,-70.9891204834,-66.6539001465,-66.4348831177,-63.3147354126,-63.1612930298,-69.8751525879,-63.849647522,-67.4870910645,-65.3464050293,-72.9051513672,-68.377532959,-70.6239471436,-62.1232223511,-62.8424339294,-61.9045791626,-67.3751525879,-69.1195220947,-58.4760818481,-52.9868507385,-53.458530426,-50.3432235718,-51.9351081848,-51.0202140808,-54.5719413757,-52.5789642334,-55.5101509094,-57.1986618042,-68.0042877197,-66.0599594116,-58.6444778442,-58.2082710266,-64.6326370239,-70.1804046631,-71.5872192383,-62.6483726501,-59.6287765503,-64.9748764038,-63.7766532898,-67.6842727661,-69.8751602173,-64.9812393188,-67.1806564331,-66.904335022,-65.3464050293,-67.2338180542,-64.6562042236,-67.3093490601,-68.0686264038,-67.8908233643,-65.6698532104,-68.8786315918,-64.4260635376,-63.8057022095,-64.2503433228,-65.8918304443,-66.7009506226,-72.0157394409
-57.2231330872,-62.0773010254,-58.260799408,-61.3906173706,-63.2160797119,-70.0149383545,-67.0969390869,-70.6239471436,-67.6136474609,-67.7923965454,-61.2185707092,-62.8385467529,-66.8354797363,-64.3981323242,-67.9408874512,-64.7156982422,-69.3396759033,-68.8630371094,-70.6239547729,-61.4750022888,-61.8023147583,-62.5709190369,-63.5054244995,-68.4476928711,-61.0815238953,-56.7648124695,-51.1656112671,-52.7844581604,-48.0638389587,-49.6434707642,-52.9908752441,-52.6305465698,-56.1315689087,-58.6149749756,-63.849647522,-67.3751525879,-61.7931365967,-60.7591209412,-60.4883308411,-66.3730239868,-64.7760162354,-62.8854560852,-61.7992553711,-62.9448127747,-63.1071853638,-64.8126144409,-68.2002487183,-65.7527160645,-66.3380737305,-67.0659561157,-63.4873275757,-68.5478668213,-68.5334091187,-68.9574508667,-68.8320159912,-69.7588195801,-67.672416687,-67.7681350708,-65.9790878296,-63.2416000366,-64.6385116577,-69.0866241455,-68.7402572632,-71.8268890381
-57.3476142883,-58.5175704956,-59.1995201111,-61.1284751892,-62.0061035156,-69.6083984375,-66.6726608276,-70.9891204834,-64.7457504272,-67.9032897949,-60.3854522705,-64.0045013428,-65.0713119507,-59.4062004089,-65.5593338013,-61.8176574707,-70.5544586182,-68.9733886719,-67.8536529541,-59.5242118835,-58.2838935852,-59.787612915,-66.9642410278,-65.3881607056,-56.7151679993,-52.5381355286,-47.90990448,-47.9981651306,-48.9762649536,-47.2702331543,-52.1903495789,-53.2707061768,-54.7150993347,-58.1471214294,-69.5715942383,-63.4918441772,-56.3853263855,-58.0764160156,-59.057220459,-66.7104263306,-62.9130516052,-59.7818412781,-61.8889312744,-59.3973884583,-62.9567832947,-68.2948074341,-67.0556793213,-63.7238922119,-64.5569000244,-62.1232223511,-61.1495056152,-65.707321167,-61.3490333557,-63.6063194275,-66.1340637207,-67.6605987549,-65.1434249878,-65.7375335693,-64.949508667,-60.6309585571,-62.2469787598,-66.8648605347,-63.9842033386,-71.9202880859
-61.9265861511,-65.2640686035,-62.9888648987,-65.332572937,-65.1566619873,-71.9202804565,-70.6708984375,-70.7183685303,-69.6083984375,-68.9574508667,-66.1674041748,-68.5478591919,-71.4721603394,-66.9743041992,-69.8165969849,-68.1207962036,-71.0919113159,-69.6083984375,-69.6641998291,-64.7578353882,-67.2984771729,-63.1279144287,-68.029914856,-69.6455154419,-64.5916900635,-60.572883606,-56.2323226929,-56.4949188232,-54.2304763794,-52.7714157104,-55.2770004272,-58.1444816589,-57.3619117737,-60.0886230469,-68.335975647,-70.9135818481,-65.8294525146,-64.1230697632,-62.2947387695,-69.8751602173,-68.2540283203,-66.0355377197,-67.8290481567,-66.0927352905,-65.6922912598,-65.6698455811,-68.8320159912,-67.9032897949,-68.029914856,-68.5046539307,-71.645904541,-71.5006408691,-71.3051071167,-70.2871170044,-67.1490783691,-68.5915145874,-65.1899490356,-68.533416748,-66.4348831177,-68.533416748,-69.739730835,-69.7588195801,-71.9518737793,-71.5006408691
-68.120803833,-67.2445297241,-68.029914856,-70.938621521,-70.2227706909,-70.4410629272,-69.1526794434,-68.6801528931,-70.1804046631,-71.7354507446,-69.5351028442,-70.374420166,-69.169342041,-69.9946975708,-70.938621521,-69.3745651245,-71.5006408691,-72.6372146606,-72.0805587769,-70.2227706909,-69.0054397583,-70.0762557983,-70.9637908936,-68.3222122192,-65.2100372314,-61.7839775085,-58.6771659851,-61.5494880676,-63.1279144287,-60.802696228,-64.1178436279,-65.8371963501,-67.4644699097,-68.7402572632,-70.4860687256,-66.7773132324,-67.2445297241,-66.7676925659,-69.4630126953,-71.2239303589,-70.374420166,-67.8783950806,-69.2366790771,-70.1593780518,-72.1133346558,-72.4554748535,-71.8268890381,-69.5715942383,-70.1176147461,-69.8948516846,-70.3744125366,-68.4903411865,-69.9946899414,-71.0145874023,-69.6641998291,-69.7972564697,-70.989112854,-71.2239303589,-69.1360626221,-70.0149383545,-68.9733886719,-68.9893875122,-70.6239471436,-71.5872116089
-60.1677780151,-60.370010376,-62.391872406,-64.8619003296,-67.8413314819,-70.6473617554,-69.3396759033,-67.1073150635,-65.416229248,-68.7554168701,-67.3751525879,-61.8515968323,-66.2604446411,-65.6623916626,-65.4444732666,-65.23021698,-71.3325042725,-70.4410629272,-70.0557174683,-62.2878875732,-64.2665176392,-61.2751655579,-66.8062973022,-67.2018432617,-62.9487991333,-57.0525970459,-57.4973068237,-54.0351219177,-53.8772163391,-56.353767395,-53.5578727722,-56.6380195618,-58.3139686584,-65.0067825317,-68.1735992432,-67.3973083496,-63.7286643982,-62.0125236511,-63.9589691162,-70.1593704224,-66.2689971924,-66.0274276733,-64.218170166,-66.9341888428,-66.184173584,-67.5098266602,-69.9946975708,-65.8918304443,-67.2124786377,-66.7676925659,-62.7386169434,-66.9441833496,-68.0686340332,-68.9415740967,-70.0557250977,-72.4912261963,-69.3050765991,-68.8786315918,-67.6019897461,-63.1154670715,-66.1590499878,-66.543006897,-67.7319946289,-70.7183685303
-67.0762557983,-70.2441177368,-68.2002487183,-69.9544830322,-72.4554824829,-72.3153762817,-70.3087844849,-70.6473617554,-70.8393478394,-70.4187316895,-68.1869049072,-69.3223419189,-70.1804046631,-69.9946975708,-72.8268966675,-72.7500305176,-72.2469787598,-69.7207260132,-71.2239303589,-70.3087768555,-71.1972045898,-68.5769119263,-73.4963684082,-70.8887023926,-67.6488113403,-64.3318252563,-64.6267623901,-61.4101638794,-64.2288742065,-60.8516311646,-63.4245796204,-64.9812316895,-67.7440032959,-70.0557174683,-69.1526794434,-69.2707366943,-67.475769043,-68.1207962036,-70.1804046631,-71.3878326416,-71.3051071167,-69.1030426025,-68.8786315918,-69.8165969849,-70.463508606,-71.9202880859,-71.0402145386,-68.1076965332,-71.7657165527,-69.9745407104,-71.0659866333,-70.6473617554,-69.739730835,-72.1133422852,-70.6006622314,-71.1179962158,-71.8268890381,-70.0968856812,-67.4307632446,-70.4187316895,-71.645904541,-70.374420166,-71.3878326416,-72.0157394409
